,word,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust
11942,stark,0,0,0,0,0,1,0,0,0,1
11943,starlight,0,0,0,0,0,0,1,0,0,0
11944,starry,0,1,0,0,1,0,1,0,0,0
11945,stars,0,0,0,0,0,0,0,0,0,0
11946,start,0,1,0,0,0,0,0,0,0,0
11947,startle,0,0,0,1,0,1,0,0,1,0
11948,startling,0,0,0,0,0,0,0,0,1,0
11949,starvation,0,0,0,1,0,1,0,1,0,0
11950,starved,0,0,0,0,0,1,0,0,0,0
11951,starving,0,0,0,0,0,1,0,0,0,0
11952,state,0,0,0,0,0,0,0,0,0,0
11953,stately,0,0,0,0,0,0,1,0,0,0
11954,statement,0,0,0,0,0,0,1,0,0,1
11955,stateroom,0,0,0,0,0,0,0,0,0,0
11956,statesman,0,0,0,0,0,0,0,0,0,0
11957,static,0,0,0,0,0,0,0,0,0,0
11958,statics,0,0,0,0,0,0,0,0,0,0
11959,station,0,0,0,0,0,0,0,0,0,0
11960,stationary,0,0,0,0,0,1,0,0,0,0
11961,stationery,0,0,0,0,0,0,0,0,0,0
11962,statistical,0,0,0,0,0,0,0,0,0,1
11963,statistician,0,0,0,0,0,0,0,0,0,0
11964,stator,0,0,0,0,0,0,0,0,0,0
11965,statuary,0,0,0,0,0,0,0,0,0,0
11966,statue,0,0,0,0,0,0,1,0,0,0
11967,statuette,0,0,0,0,0,0,0,0,0,0
11968,stature,0,0,0,0,0,0,0,0,0,0
11969,status,0,0,0,0,0,0,1,0,0,0
11970,statute,0,0,0,0,0,0,0,0,0,0
11971,statutory,0,0,0,0,0,0,0,0,0,0
11972,staunch,0,0,0,0,0,0,1,0,0,0
11973,stave,0,0,0,0,0,1,0,0,0,0
11974,stay,0,0,0,0,0,0,0,0,0,0
11975,stayed,0,0,0,0,0,0,0,0,0,0
11976,stays,0,0,0,0,0,0,0,0,0,0
11977,stead,0,0,0,0,0,0,0,0,0,0
11978,steadfast,0,0,0,0,0,0,1,0,0,1
11979,steady,0,0,0,0,0,0,0,0,1,1
11980,steal,1,0,0,1,0,1,0,1,0,0
11981,stealing,0,0,1,1,0,1,0,0,0,0
11982,stealth,0,0,0,0,0,0,0,0,1,0
11983,stealthily,0,0,0,0,0,0,0,0,1,0
11984,stealthy,0,1,0,1,0,1,0,0,1,0
11985,steamboat,0,0,0,0,0,0,0,0,0,0
11986,steamer,0,0,0,0,0,0,0,0,0,0
11987,steamroller,0,0,0,0,0,0,0,0,0,0
11988,steamship,0,0,0,0,0,0,0,0,0,0
11989,steamy,0,0,0,0,0,0,0,0,0,0
11990,steel,0,0,0,0,0,0,0,0,0,0
11991,steep,0,0,0,0,0,0,0,0,0,0
11992,steeple,0,0,0,0,0,0,0,0,0,0
11993,steer,0,0,0,0,0,0,0,0,0,0
11994,stellar,0,0,0,0,0,0,1,0,0,0
11995,stem,0,0,0,0,0,0,0,0,0,0
11996,stench,0,0,0,0,0,0,0,0,0,0
11997,stencil,0,0,0,0,0,0,0,0,0,0
11998,step,0,0,0,0,0,0,0,0,0,0
11999,steppe,0,0,0,0,0,0,0,0,0,0
12000,steps,0,0,0,0,0,0,0,0,0,0
12001,stereoscopic,0,0,0,0,0,0,0,0,0,0
12002,stereotype,0,0,0,0,0,1,0,0,0,0
12003,stereotyped,0,0,0,0,0,1,0,0,0,0
12004,sterile,0,0,0,0,0,1,0,1,0,0
12005,sterility,0,0,0,0,0,1,0,0,0,0
12006,sterling,1,1,0,0,1,1,1,0,0,1
12007,stern,0,0,0,0,0,1,0,0,0,0
12008,stethoscope,0,0,0,0,0,0,0,0,0,0
12009,stew,0,0,0,0,0,0,0,0,0,0
12010,steward,0,0,0,0,0,0,1,0,0,1
12011,stewardship,0,0,0,0,0,0,0,0,0,0
12012,stick,0,0,0,0,0,0,0,0,0,0
12013,sticking,0,0,0,0,0,0,0,0,0,0
12014,sticky,0,0,1,0,0,0,0,0,0,0
12015,stiff,0,0,0,0,0,1,0,0,0,0
12016,stiffen,0,0,0,0,0,0,0,0,0,0
12017,stiffness,0,0,0,0,0,1,0,0,0,0
12018,stifle,0,0,0,0,0,1,0,0,0,0
12019,stifled,1,0,0,1,0,1,0,1,0,0
12020,stifling,0,0,0,0,0,0,0,0,0,0
12021,stigma,1,0,1,1,0,1,0,1,0,0
12022,stile,0,0,0,0,0,0,0,0,0,0
12023,stiletto,0,0,0,0,0,0,0,0,0,0
12024,stillborn,0,0,0,0,0,1,0,1,0,0
12025,stillness,0,0,0,1,0,0,1,1,0,0
12026,stilts,0,0,0,0,0,0,0,0,0,0
12027,stimulant,0,0,0,0,0,0,0,0,0,0
12028,stimulation,0,0,0,0,0,0,0,0,0,0
12029,stimulus,0,0,0,0,0,0,0,0,0,0
12030,sting,1,0,0,1,0,1,0,0,0,0
12031,stinging,0,0,0,0,0,1,0,0,0,0
12032,stingy,1,0,1,1,0,1,0,1,0,0
12033,stink,0,0,1,0,0,1,0,0,0,0
12034,stinking,0,0,1,0,0,1,0,0,0,0
12035,stint,0,0,0,1,0,1,0,1,0,0
12036,stipulate,0,0,0,0,0,0,0,0,0,0
12037,stipulation,0,0,0,0,0,0,0,0,0,0
12038,stir,0,0,0,0,0,0,0,0,0,0
12039,stirring,0,0,0,0,0,0,0,0,0,0
12040,stitch,0,0,0,0,0,0,0,0,0,0
12041,stock,0,0,0,0,0,0,0,0,0,0
12042,stockbroker,0,0,0,0,0,0,0,0,0,0
12043,stocking,0,0,0,0,0,0,0,0,0,0
12044,stocks,0,0,0,0,0,1,0,0,0,0
12045,stole,0,0,0,0,0,0,0,0,0,0
12046,stolen,1,0,0,0,0,1,0,0,0,0
12047,stomach,0,0,1,0,0,0,0,0,0,0
12048,stone,1,0,0,0,0,1,0,0,0,0
12049,stoned,0,0,0,0,0,1,0,0,0,0
12050,stoneware,0,0,0,0,0,0,0,0,0,0
12051,stony,0,0,0,0,0,0,0,0,0,0
12052,stool,0,0,0,0,0,0,0,0,0,0
12053,stools,0,0,1,0,0,1,0,0,0,0
12054,stoop,0,0,0,0,0,0,0,0,0,0
12055,stop,0,0,0,0,0,0,0,0,0,0
12056,stoppage,0,0,0,0,0,1,0,0,0,0
12057,stopper,0,0,0,0,0,0,0,0,0,0
12058,stopping,0,0,0,0,0,0,0,0,0,0
12059,stopwatch,0,0,0,0,0,0,0,0,0,0
12060,storage,0,0,0,0,0,0,0,0,0,0
12061,store,0,1,0,0,0,0,1,0,0,0
12062,storehouse,0,0,0,0,0,0,0,0,0,0
12063,storing,0,0,0,0,0,0,0,0,0,0
12064,storm,1,0,0,0,0,1,0,0,0,0
12065,storming,1,0,0,0,0,0,0,0,0,0
12066,stormy,0,0,0,1,0,1,0,0,0,0
12067,story,0,0,0,0,0,0,0,0,0,0
12068,stout,0,0,0,0,0,0,0,0,0,0
12069,stove,0,0,0,0,0,0,0,0,0,0
12070,stow,0,0,0,0,0,0,0,0,0,0
12071,straddle,0,0,0,0,0,0,0,0,0,0
12072,straighten,0,0,0,0,0,0,0,0,0,0
12073,straightforward,0,0,0,0,0,0,1,0,0,1
12074,straightway,0,0,0,0,0,0,0,0,0,0
12075,strained,1,0,0,0,0,1,0,0,0,0
12076,strait,0,0,0,0,0,0,0,0,0,0
12077,straits,0,0,0,1,0,1,0,0,0,0
12078,strand,0,0,0,0,0,0,0,0,0,0
12079,stranded,0,0,0,0,0,1,0,0,0,0
12080,stranger,0,0,0,1,0,1,0,0,0,0
12081,strangle,1,0,1,1,0,1,0,1,1,0
12082,strap,0,0,0,0,0,0,0,0,0,0
12083,strapping,0,0,0,0,0,0,0,0,0,0
12084,strata,0,0,0,0,0,0,0,0,0,0
12085,strategic,0,0,0,0,0,0,1,0,0,0
12086,strategist,0,1,0,0,0,0,1,0,0,1
12087,strategy,0,0,0,0,0,0,0,0,0,0
12088,stratification,0,0,0,0,0,0,0,0,0,0
12089,stratum,0,0,0,0,0,0,0,0,0,0
12090,stratus,0,0,0,0,0,0,0,0,0,0
12091,straw,0,0,0,0,0,0,0,0,0,0
12092,stray,0,0,0,0,0,1,0,0,0,0
12093,streak,0,0,0,0,0,0,0,0,0,0
12094,streaked,0,0,0,0,0,0,0,0,0,0
12095,stream,0,0,0,0,0,0,0,0,0,0
12096,streamer,0,0,0,0,0,0,0,0,0,0
12097,streaming,0,0,0,0,0,0,0,0,0,0
12098,street,0,0,0,0,0,0,0,0,0,0
12099,strength,0,0,0,0,0,0,1,0,0,1
12100,strengthen,0,0,0,0,0,0,1,0,0,0
12101,strengthening,0,0,0,0,1,0,1,0,0,1
12102,strenuous,0,0,0,0,0,0,0,0,0,0
12103,stress,0,0,0,0,0,1,0,0,0,0
12104,stretch,0,0,0,0,0,0,0,0,0,0
12105,stretcher,0,0,0,1,0,0,0,1,0,0
12106,stricken,0,0,0,0,0,0,0,1,0,0
12107,stride,0,0,0,0,0,0,0,0,0,0
12108,strife,1,0,0,0,0,1,0,0,0,0
12109,strike,1,0,0,0,0,1,0,0,0,0
12110,striking,0,0,0,0,0,0,1,0,0,0
12111,strikingly,0,0,0,0,0,0,1,0,0,0
12112,string,0,0,0,0,0,0,0,0,0,0
12113,stringy,0,0,0,0,0,0,0,0,0,0
12114,strip,0,0,0,0,0,1,0,1,0,0
12115,stripe,0,0,0,0,0,1,0,0,0,0
12116,stripped,1,1,1,1,0,1,0,1,0,0
12117,strive,0,1,0,0,0,0,0,0,0,0
12118,strobe,0,0,0,0,0,0,0,0,0,0
12119,stroke,0,0,0,1,0,1,0,1,0,0
12120,stroll,0,0,0,0,0,0,0,0,0,0
12121,stronghold,0,0,0,0,0,0,0,0,0,0
12122,strongly,0,0,0,0,0,0,1,0,0,0
12123,structural,0,0,0,0,0,0,0,0,0,1
12124,structure,0,0,0,0,0,0,1,0,0,1
12125,struggle,1,0,0,1,0,1,0,1,0,0
12126,strut,0,0,0,0,0,1,0,0,0,0
12127,stubble,0,0,0,0,0,0,0,0,0,0
12128,stubbornness,0,0,0,0,0,0,0,0,0,0
12129,stubby,0,0,0,0,0,0,0,0,0,0
12130,stucco,0,0,0,0,0,0,0,0,0,0
12131,stuck,0,0,0,0,0,0,0,0,0,0
12132,stud,0,0,0,0,0,0,1,0,0,0
12133,studded,0,0,0,0,0,0,0,0,0,0
12134,student,0,0,0,0,0,0,0,0,0,0
12135,studied,0,0,0,0,0,0,0,0,0,0
12136,studio,0,0,0,0,0,0,0,0,0,0
12137,study,0,0,0,0,0,0,1,0,0,0
12138,stuff,0,0,0,0,0,0,0,0,0,0
12139,stuffing,0,0,0,0,0,0,0,0,0,0
12140,stuffy,0,0,0,0,0,1,0,0,0,0
12141,stumble,0,0,0,0,0,1,0,0,0,0
12142,stump,0,0,0,0,0,0,0,0,0,0
12143,stunned,0,0,0,1,0,1,0,0,1,0
12144,stunt,0,0,0,0,0,0,0,0,0,0
12145,stunted,0,0,0,0,0,1,0,0,0,0
12146,stupendous,0,0,0,0,0,0,0,0,0,0
12147,stupid,0,0,0,0,0,1,0,0,0,0
12148,stupidity,0,0,0,0,0,1,0,0,0,0
12149,stupor,0,0,0,0,0,1,0,0,0,0
12150,sturdy,0,0,0,0,0,0,1,0,0,0
12151,sturgeon,0,0,0,0,0,0,0,0,0,0
12152,stutter,0,0,0,0,0,0,0,0,0,0
12153,sty,0,0,1,0,0,1,0,0,0,0
12154,style,0,0,0,0,0,0,0,0,0,0
12155,stylish,0,0,0,0,0,0,0,0,0,0
12156,subatomic,0,0,0,0,0,0,0,0,0,0
12157,subcommittee,0,0,0,0,0,0,0,0,0,0
12158,subconscious,0,0,0,0,0,0,0,0,0,0
12159,subcutaneous,0,0,0,0,0,0,0,0,0,0
12160,subdivide,0,0,0,0,0,0,0,0,0,0
12161,subdivision,0,0,0,0,0,0,0,0,0,0
12162,subduction,0,0,0,0,0,0,0,0,0,0
12163,subdue,0,0,0,0,0,1,0,0,0,0
12164,subdued,0,0,0,0,0,0,0,0,0,0
12165,subito,0,0,0,0,0,0,0,0,1,0
12166,subject,0,0,0,0,0,1,0,0,0,0
12167,subjected,0,0,0,0,0,1,0,1,0,0
12168,subjection,0,0,0,0,0,1,0,0,0,0
12169,subjective,0,0,0,0,0,0,0,0,0,0
12170,subjugation,1,0,1,1,0,1,0,1,0,0
12171,sublimation,0,0,0,0,1,0,1,0,0,0
12172,subliminal,0,0,0,0,0,0,0,0,0,0
12173,submarine,0,0,0,0,0,0,0,0,0,0
12174,submerged,0,0,0,0,0,0,0,0,0,0
12175,submersible,0,0,0,0,0,0,0,0,0,0
12176,submission,0,0,0,0,0,0,0,0,0,0
12177,submit,0,1,0,0,0,0,0,0,0,0
12178,subordinate,0,0,0,1,0,1,0,0,0,0
12179,subordination,0,0,0,0,0,0,0,0,0,0
12180,subplot,0,0,0,0,0,0,0,0,0,0
12181,subpoena,0,0,0,0,0,1,0,0,0,0
12182,subscribe,0,1,0,0,0,0,0,0,0,0
12183,subscription,0,0,0,0,0,0,0,0,0,0
12184,subsequence,0,0,0,0,0,0,0,0,0,0
12185,subsequent,0,0,0,0,0,0,0,0,0,0
12186,subsequently,0,0,0,0,0,0,0,0,0,0
12187,subset,0,0,0,0,0,0,0,0,0,0
12188,subside,0,0,0,0,0,0,0,0,0,0
12189,subsidence,0,0,0,0,0,1,0,1,0,0
12190,subsidiary,0,0,0,0,0,0,0,0,0,0
12191,subsidize,0,0,0,0,0,0,0,0,0,0
12192,subsidy,1,0,1,0,0,1,0,0,0,0
12193,subsist,0,0,0,0,0,1,0,0,0,0
12194,subsistence,0,0,0,0,0,0,0,0,0,0
12195,subsoil,0,0,0,0,0,0,0,0,0,0
12196,substance,0,0,0,0,0,0,1,0,0,0
12197,substantially,0,0,0,0,0,0,0,0,0,0
12198,substantiate,0,0,0,0,0,0,0,0,0,1
12199,substantive,0,0,0,0,0,0,1,0,0,0
12200,substitute,0,0,0,0,0,0,0,0,0,0
12201,substituted,0,0,0,0,0,0,0,0,0,0
12202,substitution,0,0,0,0,0,0,0,0,0,0
12203,substructure,0,0,0,0,0,0,0,0,0,0
12204,subterranean,0,0,0,0,0,0,0,0,0,0
12205,subtle,0,0,0,0,0,0,0,0,0,0
12206,subtlety,0,0,0,0,0,0,0,0,0,0
12207,subtract,0,0,0,0,0,1,0,0,0,0
12208,subtraction,0,0,0,0,0,0,0,0,0,0
12209,subtype,0,0,0,0,0,0,0,0,0,0
12210,suburb,0,0,0,0,0,0,0,0,0,0
12211,suburban,0,0,0,0,0,0,0,0,0,0
12212,suburbs,0,0,0,0,0,0,0,0,0,0
12213,subversion,1,0,0,1,0,1,0,0,0,0
12214,subversive,1,0,0,0,0,1,0,0,1,0
12215,subvert,0,0,1,1,0,1,0,1,0,0
12216,subway,0,0,0,0,0,0,0,0,0,0
12217,succeed,0,1,0,0,1,0,1,0,1,1
12218,succeeding,0,1,0,0,1,0,1,0,0,1
12219,success,0,1,0,0,1,0,1,0,0,0
12220,successful,0,1,0,0,1,0,1,0,0,1
12221,succession,0,0,0,0,0,0,0,0,0,0
12222,successive,0,0,0,0,0,0,0,0,0,0
12223,successor,0,0,0,0,0,0,0,0,0,0
12224,succinct,0,0,0,0,0,0,1,0,0,0
12225,succulent,0,0,0,0,0,1,1,0,0,0
12226,succumb,0,0,0,0,0,1,0,0,0,0
12227,suck,0,0,0,0,0,1,0,0,0,0
12228,sucker,1,0,0,0,0,1,0,0,0,0
12229,sucking,0,0,0,0,0,0,0,0,0,0
12230,suckling,0,0,0,0,0,0,0,0,0,0
12231,suction,0,0,0,0,0,0,0,0,0,0
12232,sudden,0,0,0,0,0,0,0,0,1,0
12233,suddenly,0,0,0,0,0,0,0,0,1,0
12234,sue,1,0,0,0,0,1,0,1,0,0
12235,suffer,0,0,0,0,0,1,0,0,0,0
12236,sufferer,0,0,0,1,0,1,0,1,0,0
12237,suffering,0,0,1,1,0,1,0,1,0,0
12238,suffice,0,0,0,0,0,0,0,0,0,0
12239,sufficiency,0,0,0,0,0,0,1,0,0,0
12240,sufficient,0,0,0,0,0,0,0,0,0,0
12241,sufficiently,0,0,0,0,0,0,0,0,0,0
12242,suffix,0,0,0,0,0,0,0,0,0,0
12243,suffocating,0,0,1,1,0,1,0,1,0,0
12244,suffocation,1,0,0,1,0,1,0,0,0,0
12245,sugar,0,0,0,0,0,0,1,0,0,0
12246,suggest,0,0,0,0,0,0,0,0,0,1
12247,suggestion,0,0,0,0,0,0,0,0,0,0
12248,suggestive,0,0,0,0,0,0,0,0,0,0
12249,suicidal,1,0,1,1,0,1,0,1,0,0
12250,suicide,1,0,0,1,0,1,0,1,0,0
12251,suit,0,0,0,0,0,0,0,0,0,0
12252,suitable,0,0,0,0,0,0,1,0,0,0
12253,suite,0,0,0,0,0,0,0,0,0,0
12254,suitor,0,0,0,0,0,0,0,0,0,0
12255,sullen,1,0,0,0,0,1,0,1,0,0
12256,sulphur,0,0,0,0,0,0,0,0,0,0
12257,sultan,0,0,0,1,0,0,0,0,0,0
12258,sultry,0,0,0,0,0,0,1,0,0,0
12259,sum,0,0,0,0,0,0,0,0,0,0
12260,summarily,0,0,0,0,0,0,0,0,0,0
12261,summarize,0,0,0,0,0,0,0,0,0,0
12262,summary,0,0,0,0,0,0,0,0,0,0
12263,summation,0,0,0,0,0,0,0,0,0,0
12264,summer,0,0,0,0,0,0,0,0,0,0
12265,summit,0,0,0,0,0,0,0,0,0,0
12266,summon,0,0,0,0,0,0,0,0,0,0
12267,summons,0,0,0,0,0,1,0,0,0,0
12268,sumo,0,0,0,0,0,0,0,0,0,0
12269,sump,0,0,1,0,0,0,0,0,0,0
12270,sumptuous,0,0,0,0,0,0,0,0,0,0
12271,sun,0,1,0,0,1,0,1,0,1,1
12272,sunbeam,0,0,0,0,0,0,0,0,0,0
12273,sundial,0,1,0,0,0,0,0,0,0,1
12274,sundown,0,0,0,0,0,0,0,0,0,0
12275,sundry,0,0,0,0,0,0,0,0,0,0
12276,sunglass,0,0,0,0,0,0,0,0,0,0
12277,sunglasses,0,0,0,0,0,0,0,0,0,0
12278,sunk,0,0,1,1,0,1,0,1,0,0
12279,sunless,0,0,0,0,0,0,0,0,0,0
12280,sunlight,0,0,0,0,0,0,0,0,0,0
12281,sunny,0,1,0,0,1,0,1,0,1,0
12282,sunrise,0,0,0,0,0,0,0,0,0,0
12283,sunset,0,1,0,0,0,0,1,0,0,0
12284,sunshine,0,0,0,0,1,0,1,0,0,0
12285,superannuation,0,0,0,0,0,0,0,0,0,0
12286,superb,0,0,0,0,0,0,1,0,0,0
12287,superficial,0,0,0,0,0,1,0,0,0,0
12288,superfluous,0,0,0,0,0,1,0,0,0,0
12289,superhuman,0,0,0,0,0,0,1,0,0,0
12290,superimposed,0,0,0,0,0,0,0,0,0,0
12291,superintendent,0,0,0,0,0,0,0,0,0,0
12292,superior,0,0,0,0,0,0,1,0,0,0
12293,superiority,0,0,0,0,0,0,1,0,0,0
12294,superlative,0,0,0,0,0,0,0,0,0,0
12295,superman,0,0,0,0,1,0,1,0,0,1
12296,supermarket,0,0,0,0,0,0,0,0,0,0
12297,supernatant,0,0,0,0,0,0,0,0,0,0
12298,supernatural,0,0,0,0,0,0,0,0,0,0
12299,superposition,0,0,0,0,0,0,0,0,0,0
12300,supersede,0,0,0,0,0,0,0,0,0,0
12301,superstar,0,0,0,0,1,0,1,0,0,1
12302,superstition,0,0,0,1,0,1,1,0,0,0
12303,superstitious,0,1,0,1,0,1,0,0,0,0
12304,supervise,0,0,0,0,0,0,0,0,0,0
12305,supervision,0,0,0,0,0,0,0,0,0,0
12306,supervisor,0,0,0,0,0,0,0,0,0,0
12307,supper,0,0,0,0,0,0,0,0,0,0
12308,supplant,0,0,0,0,0,0,0,0,0,0
12309,supple,0,0,0,0,0,0,0,0,0,0
12310,supplement,0,0,0,0,0,0,0,0,0,0
12311,supplemental,0,0,0,0,0,0,0,0,0,0
12312,supplementary,0,0,0,0,0,0,0,0,0,0
12313,supplication,0,0,0,0,0,0,1,0,0,1
12314,supplies,0,0,0,0,0,0,1,0,0,0
12315,supply,0,0,0,0,0,0,1,0,0,0
12316,supported,0,0,0,0,0,0,1,0,0,0
12317,supporter,0,0,0,0,1,0,1,0,0,1
12318,supporters,0,0,0,0,0,0,0,0,0,0
12319,supporting,0,0,0,0,0,0,1,0,0,1
12320,suppose,0,0,0,0,0,0,0,0,0,0
12321,supposing,0,0,0,0,0,0,0,0,0,0
12322,supposition,0,0,0,0,0,0,0,0,0,0
12323,suppress,1,0,0,1,0,1,0,1,0,0
12324,suppression,1,0,1,1,0,1,0,0,0,0
12325,supremacy,1,1,0,1,1,1,1,0,1,1
12326,supreme,0,0,0,0,0,0,1,0,0,0
12327,supremely,0,0,0,0,0,0,1,0,0,0
12328,surcharge,1,0,0,0,0,1,0,0,0,0
12329,surety,0,0,0,0,0,0,1,0,0,1
12330,surf,0,0,0,0,0,0,0,0,0,0
12331,surface,0,0,0,0,0,0,0,0,0,0
12332,surge,0,0,0,0,0,0,0,0,1,0
12333,surgeon,0,0,0,0,0,0,0,0,0,0
12334,surgery,0,0,0,1,0,0,0,1,0,0
12335,surly,1,0,1,0,0,1,0,0,0,0
12336,surmise,0,0,0,0,0,0,1,0,0,0
12337,surname,0,0,0,0,0,0,0,0,0,0
12338,surpassing,0,0,0,0,0,0,1,0,0,0
12339,surplus,0,0,0,0,0,0,0,0,0,0
12340,surprise,0,0,0,1,1,0,1,0,1,0
12341,surprised,0,0,0,0,0,0,0,0,1,0
12342,surprising,0,0,0,0,0,0,0,0,1,0
12343,surprisingly,0,1,0,0,0,0,0,0,1,0
12344,surrender,0,0,0,1,0,1,0,1,0,0
12345,surrendering,0,0,0,0,0,1,0,1,0,0
12346,surrogate,0,0,0,0,0,0,0,0,0,1
12347,surround,0,1,0,0,0,1,1,0,0,0
12348,surrounding,0,0,0,0,0,0,0,0,0,0
12349,surroundings,0,0,0,0,0,0,0,0,0,0
12350,surveillance,0,0,0,1,0,0,0,0,0,0
12351,survey,0,0,0,0,0,0,0,0,0,0
12352,surveying,0,0,0,0,0,0,1,0,0,0
12353,surveyor,0,0,0,0,0,0,0,0,0,0
12354,survival,0,0,0,0,0,0,0,0,0,0
12355,survive,0,0,0,0,0,0,1,0,0,0
12356,surviving,0,0,0,0,0,0,0,0,0,0
12357,susceptibility,0,0,0,0,0,0,0,0,0,0
12358,susceptible,0,0,0,0,0,1,0,0,0,0
12359,suspect,0,0,0,1,0,1,0,0,0,0
12360,suspected,0,0,0,0,0,0,0,0,0,0
12361,suspend,0,0,0,0,0,0,0,0,0,0
12362,suspended,0,0,0,0,0,0,0,0,0,0
12363,suspenders,0,0,0,0,0,0,0,0,0,0
12364,suspense,0,1,0,1,0,0,0,0,1,0
12365,suspension,0,0,0,1,0,1,0,0,0,0
12366,suspicion,0,0,0,1,0,1,0,0,0,0
12367,suspicions,0,0,0,0,0,0,0,0,0,0
12368,suspicious,1,1,0,0,0,1,0,0,0,0
12369,sustained,0,0,0,0,0,0,0,0,0,0
12370,sustenance,0,0,0,0,0,0,0,0,0,0
12371,suture,0,0,0,0,0,0,0,0,0,0
12372,swab,0,0,0,0,0,1,0,0,0,0
12373,swag,0,0,0,0,0,0,0,0,0,0
12374,swagger,0,0,0,0,0,0,0,0,0,0
12375,swallow,0,0,0,0,0,0,0,0,0,0
12376,swamp,0,0,1,1,0,1,0,0,0,0
12377,swamped,0,0,0,0,0,0,0,0,0,0
12378,swampy,0,0,1,1,0,1,0,0,0,0
12379,swan,0,0,0,0,0,0,0,0,0,0
12380,swap,0,0,0,0,0,0,0,0,0,0
12381,swarm,0,0,1,0,0,0,0,0,0,0
12382,swarming,0,0,0,0,0,0,0,0,0,0
12383,swastika,1,0,0,1,0,1,0,0,0,0
12384,sway,0,0,0,0,0,0,0,0,0,0
12385,swear,0,0,0,0,0,0,1,0,0,1
12386,swearing,0,0,0,0,0,0,0,0,0,0
12387,sweat,0,0,0,1,0,0,0,0,0,0
12388,sweater,0,0,0,0,0,0,0,0,0,0
12389,sweating,0,0,0,0,0,0,0,0,0,0
12390,sweep,0,0,0,0,0,0,0,0,0,0
12391,sweeping,0,0,0,0,0,0,0,0,0,0
12392,sweet,0,1,0,0,1,0,1,0,1,1
12393,sweeten,0,0,0,0,0,0,0,0,0,0
12394,sweetened,0,0,0,0,0,0,0,0,0,0
12395,sweetener,0,0,0,0,0,0,0,0,0,0
12396,sweetheart,0,1,0,0,1,0,1,1,0,1
12397,sweetie,0,0,0,0,0,0,1,0,0,0
12398,sweetness,0,0,0,0,0,0,1,0,0,0
12399,sweets,0,1,0,0,1,0,1,0,0,0
12400,swell,0,0,0,0,0,0,0,0,0,0
12401,swelling,0,0,0,1,0,1,0,0,0,0
12402,sweltering,0,0,0,0,0,0,0,0,0,0
12403,swerve,0,0,0,1,0,0,0,0,1,0
12404,swift,0,0,0,0,0,0,1,0,0,0
12405,swiftly,0,0,0,0,0,0,0,0,0,0
12406,swig,0,0,1,0,0,1,0,0,0,0
12407,swim,0,1,0,1,1,0,1,0,0,0
12408,swimming,0,0,0,0,0,0,0,0,0,0
12409,swine,0,0,1,0,0,1,0,0,0,0
12410,swing,0,0,0,0,0,0,0,0,0,0
12411,swinging,0,0,0,0,0,0,0,0,0,0
12412,swish,0,0,0,0,0,0,0,0,0,0
12413,switch,0,0,0,0,0,0,0,0,0,0
12414,swivel,0,0,0,0,0,0,0,0,0,0
12415,swollen,0,0,0,0,0,1,0,0,0,0
12416,swoon,0,0,0,0,0,0,0,0,0,0
12417,swoop,0,0,0,0,0,0,0,0,0,0
12418,sword,0,0,0,0,0,0,0,0,0,0
12419,syllable,0,0,0,0,0,0,0,0,0,0
12420,syllabus,0,0,0,0,0,0,0,0,0,0
12421,symbol,0,0,0,0,0,0,0,0,0,0
12422,symbolic,0,0,0,0,0,0,1,0,0,0
12423,symbolically,0,0,0,0,0,0,0,0,0,0
12424,symbolism,0,0,0,0,0,0,0,0,0,0
12425,symbolize,0,0,0,0,0,0,0,0,0,0
12426,symmetric,0,0,0,0,0,0,0,0,0,0
12427,symmetrical,0,0,0,0,0,0,1,0,0,0
12428,symmetry,0,0,0,0,1,0,1,0,0,1
12429,sympathetic,0,0,0,1,1,0,1,1,0,1
12430,sympathize,0,0,0,0,0,0,0,1,0,0
12431,sympathy,0,0,0,0,0,0,1,1,0,0
12432,symphony,0,1,0,0,1,0,1,0,0,0
12433,symptom,0,0,0,0,0,1,0,0,0,0
12434,symptomatic,0,0,0,0,0,0,0,0,0,0
12435,synagogue,0,0,0,0,0,0,0,0,0,0
12436,synchronize,0,1,0,0,1,0,1,0,1,1
12437,synchronous,0,0,0,0,0,0,0,0,0,0
12438,syncope,0,0,0,1,0,1,0,1,1,0
12439,syndicate,0,0,0,0,0,0,0,0,0,0
12440,synergistic,0,0,0,0,0,0,1,0,0,1
12441,synergy,0,0,0,0,0,0,0,0,0,0
12442,synod,0,0,0,0,0,0,1,0,0,1
12443,synonym,0,0,0,0,0,0,0,0,0,0
12444,synonymous,0,0,0,1,0,1,1,0,0,1
12445,synopsis,0,0,0,0,0,0,0,0,0,0
12446,synoptic,0,0,0,0,0,0,0,0,0,0
12447,syntax,0,0,0,0,0,0,0,0,0,0
12448,synthesis,0,0,0,0,0,0,0,0,0,0
12449,synthetic,0,0,0,0,0,0,0,0,0,0
12450,syringe,0,0,0,1,0,0,0,0,0,0
12451,syrup,0,0,0,0,0,0,0,0,0,0
12452,system,0,0,0,0,0,0,0,0,0,1
12453,systematic,0,0,0,0,0,0,0,0,0,0
12454,systematically,0,0,0,0,0,0,0,0,0,0
12455,tabby,0,0,0,0,0,0,0,0,0,0
12456,tabernacle,0,0,0,0,0,0,0,0,0,0
12457,table,0,0,0,0,0,0,0,0,0,0
12458,tableau,0,0,0,0,0,0,0,0,0,0
