song_id,title,artist,anger_score,anticipation_score,disgust_score,fear_score,joy_score,negative_score,positive_score,sadness_score,surprise_score,trust_score
4351,Smash Into You,Beyoncé,7,3,4,10,2,12,9,7,3,3
4342,Disappear,Beyoncé,4,10,3,4,7,10,13,4,3,7
4317,MY POWER,Beyoncé,15,7,12,15,8,28,21,10,2,11
4261,Pray You Catch Me,Beyoncé,7,2,7,8,5,12,13,6,4,9
4352,Start Over,Beyoncé,13,8,6,8,6,19,10,9,4,8
4309,Before I Let Go,Beyoncé,8,10,11,7,9,23,18,9,5,9
4277,Haunted,Beyoncé,11,13,6,11,11,24,19,10,8,11
4346,Freakum Dress,Beyoncé,5,8,4,7,1,10,16,5,1,5
4316,Diva,Beyoncé,9,7,9,8,1,18,15,8,2,6
4314,BIGGER,Beyoncé,14,14,10,11,14,22,32,8,7,19
4296,Single Ladies (Put a Ring on It),Beyoncé,7,7,7,13,8,15,23,13,5,14
4295,Resentment,Beyoncé,11,10,8,9,5,20,19,8,4,11
4265,Freedom,Beyoncé,19,13,19,27,13,44,31,20,9,23
4257,Hold Up,Beyoncé,16,10,19,18,12,26,21,17,4,13
4281,Heaven,Beyoncé,5,2,4,7,3,11,7,5,2,5
4329,Signs,Beyoncé,7,8,6,10,7,13,12,6,4,8
4335,Ring Off,Beyoncé,8,11,4,9,14,16,26,11,3,12
4302,"Me, Myself and I",Beyoncé,9,11,8,12,10,28,23,12,6,13
4291,Superpower,Beyoncé,9,7,4,9,4,11,12,4,7,6
4260,If I Were a Boy,Beyoncé,10,5,2,10,4,15,13,10,1,7
4262,All Night,Beyoncé,9,12,3,14,12,17,23,10,3,12
4306,I Miss You,Beyoncé,9,5,4,10,5,12,14,9,1,6
4274,Pretty Hurts,Beyoncé,11,10,8,13,9,22,19,15,10,11
4273,Listen,Beyoncé,6,7,5,6,4,10,8,9,3,3
4299,Back to Black,Beyoncé,4,5,2,4,2,9,6,5,1,3
4272,Love Drought,Beyoncé,9,9,7,9,5,19,17,9,3,6
4338,Sorry (Original Demo),Beyoncé,9,10,3,12,8,21,20,11,5,14
4270,7/11,Beyoncé,5,1,1,4,1,10,8,2,1,5
4312,I Was Here,Beyoncé,2,5,2,4,3,10,6,8,3,2
4344,Heartbeat,Beyoncé,1,4,1,1,4,2,7,3,4,2
4297,SPIRIT,Beyoncé,1,6,2,6,3,8,11,5,4,2
4326,OTHERSIDE,Beyoncé,7,2,3,5,3,8,7,5,3,3
4286,Forward,Beyoncé,2,2,1,5,2,5,8,3,0,2
4647,Ego (Twinsmatic Remix),Beyoncé,10,5,10,12,13,20,25,16,6,14
4627,Welcome to Hollywood (Beyoncé Experience Live),Beyoncé,6,8,6,8,8,15,17,5,5,9
4623,Deja Vu (Beyoncé Experience Live),Beyoncé,14,6,8,14,6,23,17,10,3,11
4622,Work It Out (Blow Your Horn Dub),Beyoncé,3,3,1,4,3,4,8,2,2,3
4613,Bootylicious (Live),Beyoncé,3,1,2,2,1,4,3,2,0,1
4611,Get Me Bodied (Beyoncé Experience Live),Beyoncé,10,8,7,13,10,24,22,11,7,10
4606,Ring The Alarm (Beyoncé Experience Live),Beyoncé,15,8,8,9,5,19,14,6,3,7
